status,slug,document_title,regulator,jurisdiction,issued_date,source_url,primary_category,red_flag_count,output_file,extracted_at
extracted,001_federal_child_nutrition_fraud,FinCEN Alert FIN-2026-Alert001,FinCEN,US,2026-01-09,https://www.fincen.gov/system/files/2026-01/FinCEN-Alert-Federal-Child-Nutrition-Programs.pdf,fraud_nexus,13,data/source/001_federal_child_nutrition_fraud.yaml,2026-05-06T01:22:35.147391+00:00
extracted,002_oil_smuggling_cartels,"FinCEN Alert FIN-2025-Alert002, FinCEN Alert on Oil Smuggling Schemes on the U.S. Southwest Border Associated with Mexico-Based Cartels",FinCEN,US,2025-05-01,https://www.fincen.gov/system/files/shared/FinCEN-Alert-Oil-Smuggling-FINAL-508C.pdf,trade_based_ml,14,data/source/002_oil_smuggling_cartels.yaml,2026-05-06T01:22:38.061930+00:00
extracted,003_bulk_cash_smuggling_repatriation,FinCEN Alert FIN-2025-Alert001,FinCEN,US,2025-03-31,https://www.fincen.gov/system/files/shared/BCS-Alert-FINAL-508C.pdf,layering,10,data/source/003_bulk_cash_smuggling_repatriation.yaml,2026-05-06T01:22:34.201852+00:00
extracted,004_fincen_name_fraud_schemes,FinCEN Alert FIN-2024-Alert005,FinCEN,US,2024-12-18,https://www.fincen.gov/system/files/2024-12/Alert-FinCEN-Scams-FINAL508.pdf,fraud_nexus,19,data/source/004_fincen_name_fraud_schemes.yaml,2026-05-13T23:26:36.016939+00:00
extracted,005_deepfake_media_fraud,FinCEN Alert FIN-2024-Alert004,FinCEN,US,2024-11-13,https://www.fincen.gov/system/files/shared/FinCEN-Alert-DeepFakes-Alert508FINAL.pdf,fraud_nexus,18,data/source/005_deepfake_media_fraud.yaml,2026-05-13T23:26:32.663257+00:00
extracted,006_hizballah_financing,FinCEN Alert FIN-2024-Alert003,FinCEN,US,2024-10-23,https://www.fincen.gov/system/files/shared/FinCEN-Alert-Hizballah-Alert-508C.pdf,trade_based_money_laundering,8,data/source/006_hizballah_financing.yaml,2026-05-13T23:26:29.376309+00:00
extracted,007_employee_retention_credit_fraud,FinCEN Alert FIN-2023-Alert007,FinCEN,US,2023-11-22,https://www.fincen.gov/system/files/shared/FinCEN_ERC_Fraud_Alert_FINAL508.pdf,fraud_nexus,11,data/source/007_employee_retention_credit_fraud.yaml,2026-05-13T23:26:28.357863+00:00
extracted,008_hamas_terrorist_financing,FinCEN Alert FIN-2023-Alert006,FinCEN,US,2023-10-20,https://www.fincen.gov/system/files/2025-09/FinCEN_Alert_Terrorist_Financing_proof1.pdf,terrorist_financing,8,data/source/008_hamas_terrorist_financing.yaml,2026-05-13T23:26:33.754718+00:00
extracted,009_pig_butchering_scams,FinCEN Alert FIN-2023-Alert005,FinCEN,US,2023-09-08,https://www.fincen.gov/system/files/shared/FinCEN_Alert_Pig_Butchering_FINAL_508c.pdf,fraud_nexus,15,data/source/009_pig_butchering_scams.yaml,2026-05-13T23:26:38.494497+00:00
extracted,010_russian_export_control_evasion_supplemental,FIN-2023-Alert004 Supplemental Alert: FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Urge Continued Vigilance for Potential Russian Export Control Evasion Attempts,FinCEN,US,2023-05-19,https://www.fincen.gov/system/files/shared/FinCEN%20and%20BIS%20Joint%20Alert%20_FINAL_508C.pdf,trade_based_money_laundering,9,data/source/010_russian_export_control_evasion_supplemental.yaml,2026-05-13T23:26:40.953410+00:00
extracted,011_mail_theft_check_fraud,FinCEN Alert FIN-2023-Alert003,FinCEN,US,2023-02-27,https://www.fincen.gov/system/files/shared/FinCEN%20Alert%20Mail%20Theft-Related%20Check%20Fraud%20FINAL%20508.pdf,fraud_nexus,10,data/source/011_mail_theft_check_fraud.yaml,2026-05-17T12:23:42.731882+00:00
extracted,012_russian_commercial_real_estate,FinCEN Alert FIN-2023-Alert002,FinCEN,US,2023-01-25,https://www.fincen.gov/system/files/shared/FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,sanctions_evasion,9,data/source/012_russian_commercial_real_estate.yaml,2026-05-17T12:23:43.492534+00:00
extracted,013_human_smuggling_southwest_border,FinCEN Alert FIN-2023-Alert001,FinCEN,US,2023-01-13,https://www.fincen.gov/system/files/shared/FinCEN%20Alert%20Human%20Smuggling%20FINAL_508.pdf,human_smuggling,8,data/source/013_human_smuggling_southwest_border.yaml,2026-05-17T12:23:42.238680+00:00
extracted,014_russian_belarusian_export_control_evasion,"FIN-2022-Alert003 June 28, 2022 FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Urge Increased Vigilance for Potential Russian and Belarusian Export Control Evasion Attempts",FinCEN,US,2022-06-28,https://www.fincen.gov/system/files/2022-06/FinCEN%20and%20Bis%20Joint%20Alert%20FINAL.pdf,sanctions_evasion,22,data/source/014_russian_belarusian_export_control_evasion.yaml,2026-05-17T12:23:52.981474+00:00
extracted,015_russian_elites_high_value_assets,FinCEN Alert FIN-2022-Alert002,FinCEN,US,2022-03-16,https://www.fincen.gov/system/files/2022-03/FinCEN%20Alert%20Russian%20Elites%20High%20Value%20Assets_508%20FINAL.pdf,sanctions_evasion,17,data/source/015_russian_elites_high_value_assets.yaml,2026-05-17T12:23:53.386095+00:00
extracted,016_russian_sanctions_evasion,FinCEN Alert FIN-2022-Alert001,FinCEN,US,2022-03-07,https://www.fincen.gov/system/files/2022-03/FinCEN%20Alert%20Russian%20Sanctions%20Evasion%20FINAL%20508.pdf,sanctions_evasion,13,data/source/016_russian_sanctions_evasion.yaml,2026-05-17T12:23:50.667046+00:00
extracted,017_twitter_cvc_scam,FinCEN Alert FIN-2020-Alert001,FinCEN,US,2020-07-16,https://www.fincen.gov/system/files/2020-07/FinCEN%20Alert%20Twitter_508%20FINAL.pdf,fraud_nexus,7,data/source/017_twitter_cvc_scam.yaml,2026-05-17T12:23:47.995643+00:00
extracted,018_health_care_fraud,"FIN-2026-A001 FinCEN Advisory on Health Care Fraud Schemes Targeting Medicare, Medicaid, and Other Federal and State Health Care Benefit Programs",FinCEN,US,2026-03-30,https://www.fincen.gov/system/files/2026-03/FinCEN-Advisory-Health-Care-Fraud.pdf,fraud_nexus,24,data/source/018_health_care_fraud.yaml,2026-05-17T12:24:04.845129+00:00
extracted,019_chinese_money_laundering_networks,FinCEN Advisory on the Use of Chinese Money Laundering Networks by Mexico-Based Transnational Criminal Organizations to Launder Illicit Proceeds,FinCEN,US,2025-08-28,https://www.fincen.gov/system/files/2025-08/FinCEN-Advisory-CMLN-508.pdf,layering,19,data/source/019_chinese_money_laundering_networks.yaml,2026-05-17T12:24:04.959374+00:00
extracted,020_iran_illicit_oil_smuggling,"FinCEN Advisory on the Iranian Regime’s Illicit Oil Smuggling Activities, Shadow Banking Networks, and Weapons Procurement Efforts",FinCEN,US,2025-06-06,https://www.fincen.gov/system/files/FinCEN-Advisory-Illicit-Oil-Smuggling-508.pdf,sanctions_evasion,16,data/source/020_iran_illicit_oil_smuggling.yaml,2026-05-17T12:24:06.846420+00:00
extracted,021_isis_financing,FinCEN Advisory on the Financing of the Islamic State of Iraq and Syria (ISIS) and its Global Affiliates,FinCEN,US,2025-04-01,https://www.fincen.gov/system/files/advisory/2025-04-01/FinCEN-Advisory-ISIS-508C.pdf,terrorist_financing,11,data/source/021_isis_financing.yaml,2026-05-17T12:56:25.408060+00:00
extracted,022_fentanyl_precursor_chemicals_supplemental,"FinCEN Advisory FIN-2024-A002, Supplemental Advisory on the Procurement of Precursor Chemicals and Manufacturing Equipment Used for the Synthesis of Illicit Fentanyl and Other Synthetic Opioids",FinCEN,US,2024-06-20,https://www.fincen.gov/system/files/advisory/2024-06-20/FinCEN-Supplemental-Advisory-on-Fentanyl-508C.pdf,narcotics_trafficking,14,data/source/022_fentanyl_precursor_chemicals_supplemental.yaml,2026-05-17T12:56:27.031563+00:00
extracted,023_iran_backed_terrorist_financing,FIN-2024-A001 FinCEN Advisory to Financial Institutions to Counter the Financing of Iran-Backed Terrorist Organizations,FinCEN,US,2024-05-08,https://www.fincen.gov/system/files/advisory/2024-05-07/FinCEN-Advisory-Iran-Backed-TF-508C.pdf,terrorist_financing,25,data/source/023_iran_backed_terrorist_financing.yaml,2026-05-17T12:56:34.046574+00:00
extracted,024_elder_financial_exploitation,"FIN-2022-A002 June 15, 2022 Advisory on Elder Financial Exploitation",FinCEN,US,2022-06-15,https://www.fincen.gov/system/files/advisory/2022-06-15/FinCEN%20Advisory%20Elder%20Financial%20Exploitation%20FINAL%20508.pdf,fraud_nexus,24,data/source/024_elder_financial_exploitation.yaml,2026-05-17T12:56:28.779144+00:00
extracted,025_kleptocracy_foreign_public_corruption,FIN-2022-A001 Advisory on Kleptocracy and Foreign Public Corruption,FinCEN,US,2022-04-14,https://www.fincen.gov/system/files/advisory/2022-04-14/FinCEN%20Advisory%20Corruption%20FINAL%20508.pdf,corruption,10,data/source/025_kleptocracy_foreign_public_corruption.yaml,2026-05-17T12:56:32.665426+00:00
extracted,026_ransomware_ransom_payments,FIN-2021-A004 Advisory on Ransomware and the Use of the Financial System to Facilitate Ransom Payments,FinCEN,US,2021-11-08,https://www.fincen.gov/system/files/advisory/2021-11-08/FinCEN%20Ransomware%20Advisory_FINAL_508_.pdf,cyber_enabled,12,data/source/026_ransomware_ransom_payments.yaml,2026-05-17T12:56:35.635621+00:00
extracted,027_covid_economic_impact_payments,"FinCEN Advisory FIN-2021-A002, Advisory on Financial Crimes Targeting COVID-19 Economic Impact Payments",FinCEN,US,2021-02-24,https://www.fincen.gov/system/files/advisory/2021-02-25/Advisory%20EIP%20FINAL%20508.pdf,fraud_nexus,17,data/source/027_covid_economic_impact_payments.yaml,2026-05-17T12:56:40.046430+00:00
extracted,028_covid_health_care_fraud,FinCEN Advisory FIN-2021-A001,FinCEN,US,2021-02-02,https://www.fincen.gov/system/files/advisory/2021-02-02/COVID-19%20Health%20Care%20508%20Final.pdf,fraud_nexus,42,data/source/028_covid_health_care_fraud.yaml,2026-05-17T12:56:58.993949+00:00
extracted,029_human_trafficking_supplemental,FinCEN Advisory FIN-2020-A008 Supplemental Advisory on Identifying and Reporting Human Trafficking and Related Activity,FinCEN,US,2020-10-15,https://www.fincen.gov/system/files/advisory/2020-10-15/Advisory%20Human%20Trafficking%20508%20FINAL_0.pdf,human_trafficking,58,data/source/029_human_trafficking_supplemental.yaml,2026-05-17T12:57:05.123449+00:00
extracted,030_unemployment_insurance_fraud,FinCEN Advisory FIN-2020-A007,FinCEN,US,2020-10-13,https://www.fincen.gov/system/files/advisory/2020-10-13/Advisory%20Unemployment%20Insurance%20COVID%2019%20508%20Final.pdf,fraud_nexus,22,data/source/030_unemployment_insurance_fraud.yaml,2026-05-17T12:56:48.856304+00:00
extracted,031_covid_cybercrime,"FIN-2020-A005 July 30, 2020 Advisory on Cybercrime and Cyber-Enabled Crime Exploiting the Coronavirus Disease 2019 (COVID-19) Pandemic",FinCEN,US,2020-07-30,https://www.fincen.gov/system/files/advisory/2020-07-30/FinCEN%20Advisory%20Covid%20Cybercrime%20508%20FINAL.pdf,cyber_enabled,20,data/source/031_covid_cybercrime.yaml,2026-05-17T12:56:55.722908+00:00
extracted,032_covid_medical_scams,FIN-2020-A002 Advisory on Medical Scams Related to the Coronavirus Disease 2019 (COVID-19),FinCEN,US,2020-05-18,https://www.fincen.gov/system/files/advisory/2020-05-18/Advisory%20Medical%20Fraud%20Covid%2019%20FINAL%20508.pdf,fraud_nexus,21,data/source/032_covid_medical_scams.yaml,2026-05-17T12:57:05.657493+00:00
extracted,033_financially_motivated_sextortion,FinCEN Notice on Financially Motivated Sextortion (FIN-2025-NTC2),FinCEN,US,2025-09-08,https://www.fincen.gov/system/files/2025-09/FinCEN-Notice-FMS-508C.pdf,layering,10,data/source/033_financially_motivated_sextortion.yaml,2026-05-17T12:57:03.959735+00:00
extracted,034_cvc_kiosks_scam_payments,FinCEN Notice on the Use of Convertible Virtual Currency Kiosks for Scam Payments and Other Illicit Activity,FinCEN,US,2025-08-04,https://www.fincen.gov/system/files/2025-08/FinCEN-Notice-CVCKIOSK.pdf,fraud_nexus,15,data/source/034_cvc_kiosks_scam_payments.yaml,2026-05-17T12:57:09.015723+00:00
extracted,035_timeshare_fraud_mexico_tcos,"FIN-2024-NTC2 July 16, 2024 FinCEN, OFAC, and FBI Joint Notice on Timeshare Fraud Associated with Mexico-Based Transnational Criminal Organizations",FinCEN,US,2024-07-16,https://www.fincen.gov/system/files/shared/FinCEN-Joint-Notice-Timeshare-Mexico-508C-FINAL.pdf,shell_company,10,data/source/035_timeshare_fraud_mexico_tcos.yaml,2026-05-17T12:57:12.799027+00:00
extracted,036_counterfeit_passport_cards,FinCEN Notice on the Use of Counterfeit U.S. Passport Cards to Perpetrate Identity Theft and Fraud Schemes at Financial Institutions (FIN-2024-NTC1),FinCEN,US,2024-04-15,https://www.fincen.gov/system/files/shared/FinCEN_Notice_Counterfeit_US_Passport_FINAL508.pdf,fraud_nexus,17,data/source/036_counterfeit_passport_cards.yaml,2026-05-17T12:57:15.680355+00:00
extracted,037_global_export_control_evasion,FinCEN and the U.S. Department of Commerce’s Bureau of Industry and Security Announce New Reporting Key Term and Highlight Red Flags Relating to Global Evasion of U.S. Export Controls (FIN-2023-NTC2),FinCEN,US,2023-11-06,https://www.fincen.gov/system/files/shared/FinCEN_Joint_Notice_US_Export_Controls_FINAL508.pdf,trade_based_money_laundering,13,data/source/037_global_export_control_evasion.yaml,2026-05-17T12:57:15.766560+00:00
extracted,038_payroll_tax_workers_comp_fraud,FinCEN Notice FIN-2023-NTC1,FinCEN,US,2023-08-15,https://www.fincen.gov/system/files/2025-09/FinCEN_Notice_Payroll_Tax_Evasion_and_Workers_Comp_508.pdf,shell_company,11,data/source/038_payroll_tax_workers_comp_fraud.yaml,2026-05-17T12:57:15.794583+00:00
extracted,206,FinCEN Notice on the Threat of Human Trafficking During the 2026 FIFA World Cup,FinCEN,US,2026-05-11,https://www.fincen.gov/system/files/2026-05/FinCEN-WCHT-Notice.pdf,human_trafficking,10,data/source/206.yaml,2026-05-14T00:20:54.677793+00:00
extracted,207,FinCEN Alert FIN-2026-Alert002,FinCEN,US,2026-05-11,https://www.fincen.gov/system/files/2026-05/FinCEN-Alert-IRGC.pdf,sanctions_evasion,14,data/source/207.yaml,2026-05-14T00:20:57.182321+00:00
downloaded,,2021 National ML/TF/PF Risk Assessment Report,AMLD/MJIB,Taiwan,2021/22,https://www.mjib.gov.tw/userfiles/files/35-%E6%B4%97%E9%8C%A2%E9%98%B2%E5%88%B6%E8%99%95/files/%E6%B4%97%E9%8C%A2%E9%98%B2%E5%88%B6%E8%99%95-EN/2021%20NRA%20Report.pdf,National,,,
downloaded,,2021 Registration & Reporting Guidelines (Annex D Red Flags / Annex E Typologies),AMLC,Philippines,2021,http://www.amlc.gov.ph/images/PDFs/2021-AMLC%20REGISTRATION%20AND%20REPORTING%20GUIDELINES.pdf,All ML/TF,,,
downloaded,,2022 Terrorism and TF Risk Assessment (Exec Summary),AMLC,Philippines,2022,http://www.amlc.gov.ph/images/PDFs/Main/2022%20TERRORISM%20AND%20TF%20STUDY%20-%20Executive%20Summary%20(WEBSITE).pdf,TF,,,
downloaded,,2023 Internet Crime Report,FBI / IC3,United States,2024,https://www.ic3.gov/Media/PDF/AnnualReport/2023_IC3Report.pdf,Cyber-enabled crime / fraud,,,
downloaded,,2024 Internet Crime Report,FBI / IC3,United States,2025,https://www.ic3.gov/AnnualReport/Reports/2024_IC3Report.pdf,Cyber-enabled crime / fraud,,,
downloaded,,A Framework for OFAC Compliance Commitments,OFAC,United States,2019,https://ofac.treasury.gov/media/16331/download?inline,Sanctions compliance,,,
downloaded,,AML and Sanctions Rules and Guidance — v10,ADGM FSRA,UAE,Feb 2025,https://assets.adgm.com/download/assets/Anti-Money+Laundering+and+Sanctions+Rules+and+Guidance+AML+20250210.pdf/6a0053227a6911ef819fe625b52cf370,All ML/TF,,,
downloaded,,AML/CFT Controls in Trade Finance and Correspondent Banking,MAS,Singapore,Updated,https://www.mas.gov.sg/-/media/MAS/News-and-Publications/Monographs-and-Information-Papers/Guidance-on-AML-CFT-Controls-in-Trade-Finance-and-Correspondent-Banking.pdf,Trade/Correspondent,,,
downloaded,,AML/CFT Guideline for MSOs and DPMS,C&ED,Hong Kong,Updated,https://www.drs.customs.gov.hk/download/drsguideline/AML_CFT_Guideline_en.pdf,MSOs/DPMS,,,
downloaded,,AML/CTF Guide,SAMA,Saudi Arabia,2018/19,https://www.sama.gov.sa/en-US/RulesInstructions/AML%20Rules/Money%20Laundering.pdf,All ML/TF,,,
downloaded,,Advisory — Use of Filipino Dummies (Drug Trade),AMLC,Philippines,Recent,http://www.amlc.gov.ph/home/16-news-and-announcements/236-advisory-on-the-typologies-report-on-the-use-of-filipinos-and-businesses-as-dummies,Drug trade,,,
downloaded,,Amber Alert: Art Market Participants — AML Regulations and Financial Crime Vulnerabilities,NCA / NECC,United Kingdom,2021,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/516-necc-art-market-participants-aml-regulations-and-financial-crime-vulnerabilities/file,Art market / AML,,,
downloaded,,Amber Alert: Bribery & Corruption Risks to UK Independent Schools,NCA / NECC,United Kingdom,2021,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/486-necc-bribery-corruption-risks-to-uk-independent-schools-alert/file,Bribery / corruption / education,,,
downloaded,,Amber Alert: Networks & Shadow Fleets,NCA / NECC,United Kingdom,2025,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/769-necc-amber-alert-networks-and-shadow-fleets/file,Sanctions evasion / shadow fleet / shipping,,,
downloaded,,Amber Alert: Online Sale of Fentanyl Analogues,NCA / NECC,United Kingdom,2018,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/334-nca-amber-alert-online-sale-of-fentanyl-analogues/file,Drugs / dark web / payments,,,
downloaded,,Amber Alert: Payment Diversion Fraud,NCA / NECC,United Kingdom,2021,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/580-necc-payment-division-fraud-amber-alert/file,BEC / invoice fraud,,,
downloaded,,Amending GLs — NPOs (EBA/GL/2023/03),EBA,European Union,2023,https://www.eba.europa.eu/sites/default/files/document_library/Publications/Guidelines/2023/1054143/Amending%20GLs%20to%20the%20RFGLs%20in%20relation%20to%20NPOs.pdf,NPOs,,,
downloaded,,Amending RFGL for CASPs (EBA/GL/2024/01) — applies from 30 Dec 2024,EBA,European Union,2024,https://www.eba.europa.eu/sites/default/files/2024-01/a3e89f4f-fbf3-4bd6-9e07-35f3243555b3/Final%20Amending%20%20Guidelines%20on%20MLTF%20Risk%20Factors.pdf,Crypto,,,
downloaded,,Annex — Guideline for CASPs,AFM,Netherlands,2025,https://www.afm.nl/~/profmedia/files/wet-regelgeving/2025/annex-guideline-wwft-sanctions.pdf,Crypto,,,
downloaded,,Annual Report 2021–22 (Chap. 7 RFIs),FIU-IND,India,2022,https://fiuindia.gov.in/pdfs/downloads/AnnualReport2021_22.pdf,All ML/TF,,,
downloaded,,Annual Report 2023,JAFIC,Japan,2023,https://www.npa.go.jp/sosikihanzai/jafic/en/nenzihokoku_e/data/jafic_e2023.pdf,All ML/TF,,,
downloaded,,Annual Report 2024,JAFIC (NPA),Japan,2024,https://www.npa.go.jp/sosikihanzai/jafic/en/nenzihokoku_e/data/jafic_e2024.pdf,All ML/TF,,,
downloaded,,BSA/AML Examination Manual — Appendix F: Red Flags,FFIEC,United States,2014 (current),https://bsaaml.ffiec.gov/manual/Appendices/07,All ML/TF,,,
downloaded,,Best Practice Paper — Legal Persons Misuse Typologies,ACIP/MAS,Singapore,2018,https://abs.org.sg/docs/library/legal-persons-misuse-typologies-and-best-practice.pdf,Shell companies,,,
downloaded,,Best Practices for Countering TBML,ACIP/MAS,Singapore,2018,https://www.mas.gov.sg/regulation/anti-money-laundering/amlcft-industry-partnership-acip,TBML,,,
downloaded,,Bullion Dealers RA,AUSTRAC,Australia,2024,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-assessments,Bullion,,,
downloaded,,CBUAE Rulebook — AML/CFT (master regulatory framework page),CBUAE,United Arab Emirates,Current,https://rulebook.centralbank.ae/en/rulebook/amlcft,Master AML/CFT rulebook,,,
downloaded,,Circular CSSF 18/698 — AML/CFT for Investment Funds,CSSF,Luxembourg,2018+,https://www.cssf.lu/en/Document/circular-cssf-18-698,Investment funds,,,
downloaded,,Complex Proliferation Financing and Sanctions Evasion Schemes,FATF,Supranational,Jun 2025,https://www.fatf-gafi.org/en/publications/Financingofproliferation/complex-proliferation-financing-sanction-evasion-schemes.html,PF/Sanctions,,,
downloaded,,Concealment of Beneficial Ownership,FATF/Egmont,Supranational,2018,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Concealment-beneficial-ownership.html,BO,,,
downloaded,,Counter Proliferation Financing — Implementation of UN Provisions,FATF,Supranational,2018/2021,https://www.fatf-gafi.org/en/publications/Financingofproliferation/Guidance-counter-proliferation-financing.html,PF,,,
downloaded,,Countering Proliferation Financing — Industry Best Practices,ACIP/MAS,Singapore,Mar 2025,https://www.mas.gov.sg/regulation/anti-money-laundering/amlcft-industry-partnership-acip,Proliferation,,,
downloaded,,DPRK IT Workers Joint Advisory,FBI/CISA/Treasury,United States,2022/23,https://ofac.treasury.gov/media/923126/download?inline,DPRK IT workers,,,
downloaded,,December 2022 Typologies Brief: Money Mules,AMLC,Philippines,2022/23,http://www.amlc.gov.ph/images/PDFs/PR2023/2022%20DEC%20TYPOLOGIES%20BRIEF%20MONEY%20MULES_For%20Publication.pdf,Money mules,,,
